gene,snp,snippet
TIMP2,Rs8179090, breast cancer
TIMP2,Rs8179090,polymorphism
TIMP2,Rs8179090,thoracic adolescent idiopathic scoliosis.
TLR2,Rs3804100,allergic asthma
TLR2,Rs3804100, diabetes 
TLR4,Rs11536889,leukemia
TLR4,Rs11536889,prostate cancer
TLR4,Rs1927911,nonfatal myocardial infarction
TLR4,Rs1927911,postmenopausal women
TLR4,Rs1927911,hypertensive men/women
TNF,Rs1800630, Raynaud's phenomenon
TNF,Rs1800630,systemic lupus erythematosus (SLE)
TNF,Rs1800630,SLE 
TNF,Rs1800630,SLE
TNNI3,I5007736,dilated cardiomyopathy
TOR1A,Rs1801968,torsion dystonia
TOR1A,Rs1801968,developing torsion dystonia
TPH1,Rs1799913,heroin addiction
TPH1,Rs1799913,heroin addiction
TPH1,Rs1799913,neuroleptics:
TPH1,Rs1799913,Tryptophan hydroxylase gene 1 (TPH1)
TPH1,Rs1799913,cerebrospinal fluid 5-hydroxyindole acetic acid
TPH1,Rs1799913,homovanillic acid concentrations
TPH2,Rs1487276,tryptophan hydroxylase II
TPH2,Rs1487276,suicide attempts.
TPH2,Rs1487276,bipolar affective disorder
TPH2,Rs120074176,major depression.
TPH2,Rs1007023,tryptophan hydroxylase II
TPH2,Rs120074176,Norwegian female
TPH2,Rs1007023,suicide attempts.
TPH2,Rs1007023,bipolar affective disorder
TPH2,Rs120074176,ADHD
TPM1,Rs104894505,dilated cardiomyopathy.
TREM2,Rs75932628,increased AD risk
TREM2,Rs75932628,late-onset AD
TREM2,Rs75932628,frontotemporal dementia–like syndrome
TREM2,Rs75932628,Alzheimer cases
TREM2,Rs75932628,Alzheimer's disease
TREM2,Rs75932628,Alzheimer's disease 
TREM2,Rs75932628,poorer cognitive function
TREM2,Rs75932628,Alzheimer's disease
TRPC6,I5005218,Focal segmental glomerulosclerosis
TRPC6,I5005220,Focal segmental glomerulosclerosis
TRPC6,I6019080,Focal segmental glomerulosclerosis
TRPM4,Rs267607142,familial heart block type 1B
TRPM4,Rs200038418,progressive familial heart block type 1B
TRPM4,Rs200038418,progressive familial heart block
TSHR,Rs12101255,Graves' disease
TSLP,Rs1837253,inflammation of cells in the trachea and alveoli
TSLP,Rs1837253,asthma
TSLP,Rs1837253,asthma
TTC29,Rs763399136,Asthenozoospermia
TTR,Rs121918070,familial amyloid polyneuropathy
TTR,Rs121918070,heart-related symptoms
TTR,Rs121918070,heart-related symptoms
TTR,I6019130,cardiac amyloidosis
TTR,I3002759,cardiac amyloidosis
TTR,Rs121918070,TTR-related familial amyloid polyneuropathy
TUBB8,Rs869025273,Human Oocyte Meiotic Arrest
TUBB8,Rs869025273,R2K Mutations in TUBB8 
TUBB8,Rs869025611,Human Oocyte Meiotic Arrest
TXNRD2,Rs4485648,gastric cancer.
TXNRD2,Rs4485648,Polymorphisms
TYK2,Rs2304256,systemic lupus erythematosus
TYR,Rs1847134,eye color
UGT1A1,Rs887829,coronary artery disease
UGT1A1,Rs887829,coronary artery disease..
UGT1A1,Rs3755319,hyperbilirubinemia
UGT1A10,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A10,Rs11692021,Clinically relevant UGT1A10 variant
UGT1A10,Rs3755319,hyperbilirubinemia
UGT1A3,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A3,Rs3755319,hyperbilirubinemia
UGT1A4,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A4,Rs3755319,hyperbilirubinemia
UGT1A5,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A5,Rs3755319,hyperbilirubinemia
UGT1A6,Rs3755319,hyperbilirubinemia
UGT1A6,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A7,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A7,Rs11692021,Clinically relevant UGT1A10 variant
UGT1A7,Rs3755319,hyperbilirubinemia
UGT1A8,Rs11692021,Clinically relevant UGT1A10 variant
UGT1A8,Rs3755319,hyperbilirubinemia
UGT1A8,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A9,Rs10929302,Clinically relevant UGT1A10 variant
UGT1A9,Rs11692021,Clinically relevant UGT1A10 variant
UGT1A9,Rs3755319,hyperbilirubinemia
UNC13D,Rs764196809,familial hemophagocytic lymphohistiocytosis
UNC13D,Rs796065026,amilial hemophagocytic lymphohistiocytosis
USP9Y,Rs2032598,schizophrenia
VCAN,Rs80356555,Erosive vitreoretinopathy
VCAN,Rs80356555,Wagner syndrome
VCAN,Rs80356555,wagner disease
VCAN,Rs80356555,imbalance of splice variants
VDR,Rs10735810,breast cancer
VDR,Rs10735810,acute lymphoblastic leukemia
VDR,Rs10735810,Idiopathic short stature
VDR,Rs10735810,Osteonecrosis
VEGFA,Rs1570360,hypertensive nephropathy
VEGFA,Rs1570360,diabetic retinopathy
VEGFA,Rs1570360,nonproliferative and proliferative diabetic retinopathy
VEGFA,Rs1570360,Pazopanib-induced hyperbilirubinemia
VEGFA,Rs1570360,Gilbert's syndrome
VEGFA,Rs1570360,rheumatoid arthritis
VEGFA,Rs1570360,polymorphism
VEGFA,Rs3025039,increased risk
VEGFA,Rs3025039,heumatoid arthritis
VEGFA,Rs3025039,bladder cancer risk
VEGFA,Rs3025039,non-small-cell lung cancer
VEGFA,Rs3025039,gastric cancer
VEGFA,Rs3025039,peptic ulcer diseases
VEGFA,Rs3025039,neovascular age-related macular degeneration
VEGFA,Rs3025039,multiple myeloma
VEGFA,Rs1570360,microdeletion syndrome
VEGFA,Rs833069,rheumatoid arthritis
VEGFA,Rs3025039,macular degeneration
VEGFA,Rs1570360,renal cancer
VEGFA,Rs1570360,Alzheimer's disease
VEGFA,Rs1570360,ischemic complications
VEGFA,Rs1570360,Sudden Infant Death Syndrome
VEGFA,Rs1570360,diabetic retinopathy
VEGFA,Rs1570360,vascular endothelial growth factor (VEGF)
VEGFA,Rs1570360,rheumatoid arthritis
VEGFA,Rs1570360,Henoch-Schonlein purpura
VEGFA,Rs1570360,Polymorphisms
VEGFA,Rs1570360,breast cancer
VEGFA,Rs1570360,type 2 diabetes
VEGFA,Rs1570360,giant cell arteritis
VEGFA,Rs1570360, psoriatic arthritis
VEGFA,Rs1570360,polymorphisms 
VEGFA,Rs1570360,bladder cancer risk
VEGFA,Rs1570360,polymorphism
VEGFA,Rs1570360,ventricular septal defect
VEGFA,Rs1570360,polymorphisms
VEGFA,Rs1570360,gene polymorphisms
VEGFA,Rs1570360,diabetic retinopathy
VEGFA,Rs1570360,sporadic renal cell carcinoma
VHL,Rs193922613,Von Hippel-Lindau-dependent polycythemia
VHL,Rs193922613,paraneoplastic polycythemia.
VHL,Rs193922613,Congenital polycythemia
VLDLR,Rs1454626,"carotid artery disease,"
VLDLR,Rs1454626,"BMI,"
VLDLR,Rs1454626,LDL-associated apolipoprotein B
VPS35,Rs797044948,inborn genetic disease
VWF,I5049104,Willebrand disease
VWF,I5049165,Von Willebrand disease
VWF,I5049192,Von Willebrand disease
VWF,Rs121964894,"Von Willebrand disease, type 2N"
WT1,Rs28941779,Denys-Drash syndrome
WT1,Rs28941779,Frasier syndrome
XRCC1,Rs25487,neutropenia
XRCC1,Rs25487,Locally Advanced Head and Neck Cancer
XRCC1,Rs25487,glioblastoma
XRCC1,Rs25487,breast cancer risk
XRCC1,Rs25487,neck squamous cell carcinoma
XRCC1,Rs25487,modulate oral precancer and cancer risk
XRCC1,Rs25487,colorectal cancer in Lynch syndrome
XRCC1,Rs25489,breast cancer
XRCC1,Rs25489,prostate cancer
XRCC1,Rs25487,Gallbladder cancer 
XRCC1,Rs25487,non-small cell lung cancer
XRCC1,Rs25489,lung cancer
XRCC1,Rs25487,biliary tract cancer and biliary stones
XRCC1,Rs25487,Hodgkin lymphoma (NHL)
XRCC1,Rs25487,gastric cancer
XRCC1,Rs25487,Bladder cancer 
XRCC1,Rs25487,Hodgkin disease
XRCC1,Rs25487,lung cancer
XRCC1,Rs25487,myeloid or lymphocytic leukemia
XRCC1,Rs25487,acute lymphoblastic leukemia
XRCC1,Rs25487,squamous cell cancer
XRCC1,Rs25487,both basal cell BCC
XRCC1,Rs25487,pancreatic adenocarcinoma risk
XRCC2,Rs3218536,epithelial ovarian cancer
ZNF804A,Rs7597593,schizophrenia.
ZNRF3,Rs16986825,Pancreatic cancer
